"ID","LINHA","COLUNA","CODIGO_DENTISTA","HORA","USUARIO","MODIFICADO","DIA_SEMANA","NUMERO_SEMANA","INCLUIDO","EXCLUIDO","DATA_UNICA","CODIGO_ESPECIALIDADE"
6768,15,1,"13",10:15:00,LUANA,2022-08-24,SEGUNDA,1,2022-08-24,,2022-10-03,
6769,16,1,"13",10:30:00,LUANA,2022-08-24,SEGUNDA,1,2022-08-24,,2022-10-03,
6770,17,1,"13",10:45:00,LUANA,2022-08-24,SEGUNDA,1,2022-08-24,,2022-10-03,
6771,18,1,"13",11:00:00,LUANA,2022-08-24,SEGUNDA,1,2022-08-24,,2022-10-03,
6772,19,1,"13",11:15:00,LUANA,2022-08-24,SEGUNDA,1,2022-08-24,,2022-10-03,
6773,20,1,"13",11:30:00,LUANA,2022-08-24,SEGUNDA,1,2022-08-24,,2022-10-03,
6774,21,1,"13",11:45:00,LUANA,2022-08-24,SEGUNDA,1,2022-08-24,,2022-10-03,
6775,6,3,"13",08:00:00,LUANA,2022-08-24,QUARTA,3,2022-08-24,,2022-10-05,
6776,7,3,"13",08:15:00,LUANA,2022-08-24,QUARTA,3,2022-08-24,,2022-10-05,
6777,8,3,"13",08:30:00,LUANA,2022-08-24,QUARTA,3,2022-08-24,,2022-10-05,
6778,9,3,"13",08:45:00,LUANA,2022-08-24,QUARTA,3,2022-08-24,,2022-10-05,
6779,10,3,"13",09:00:00,LUANA,2022-08-24,QUARTA,3,2022-08-24,,2022-10-05,
6780,11,3,"13",09:15:00,LUANA,2022-08-24,QUARTA,3,2022-08-24,,2022-10-05,
6781,12,3,"13",09:30:00,LUANA,2022-08-24,QUARTA,3,2022-08-24,,2022-10-05,
6782,13,3,"13",09:45:00,LUANA,2022-08-24,QUARTA,3,2022-08-24,,2022-10-05,
6783,14,3,"13",10:00:00,LUANA,2022-08-24,QUARTA,3,2022-08-24,,2022-10-05,
6784,15,3,"13",10:15:00,LUANA,2022-08-24,QUARTA,3,2022-08-24,,2022-10-05,
6785,16,3,"13",10:30:00,LUANA,2022-08-24,QUARTA,3,2022-08-24,,2022-10-05,
6786,17,3,"13",10:45:00,LUANA,2022-08-24,QUARTA,3,2022-08-24,,2022-10-05,
6787,18,3,"13",11:00:00,LUANA,2022-08-24,QUARTA,3,2022-08-24,,2022-10-05,
6788,19,3,"13",11:15:00,LUANA,2022-08-24,QUARTA,3,2022-08-24,,2022-10-05,
6789,20,3,"13",11:30:00,LUANA,2022-08-24,QUARTA,3,2022-08-24,,2022-10-05,
6790,21,3,"13",11:45:00,LUANA,2022-08-24,QUARTA,3,2022-08-24,,2022-10-05,
6791,6,1,"13",08:00:00,LUANA,2022-08-24,SEGUNDA,1,2022-08-24,,2022-10-17,
6792,7,1,"13",08:15:00,LUANA,2022-08-24,SEGUNDA,1,2022-08-24,,2022-10-17,
6793,8,1,"13",08:30:00,LUANA,2022-08-24,SEGUNDA,1,2022-08-24,,2022-10-17,
6794,9,1,"13",08:45:00,LUANA,2022-08-24,SEGUNDA,1,2022-08-24,,2022-10-17,
6795,10,1,"13",09:00:00,LUANA,2022-08-24,SEGUNDA,1,2022-08-24,,2022-10-17,
6796,11,1,"13",09:15:00,LUANA,2022-08-24,SEGUNDA,1,2022-08-24,,2022-10-17,
6797,12,1,"13",09:30:00,LUANA,2022-08-24,SEGUNDA,1,2022-08-24,,2022-10-17,
6798,13,1,"13",09:45:00,LUANA,2022-08-24,SEGUNDA,1,2022-08-24,,2022-10-17,
6799,14,1,"13",10:00:00,LUANA,2022-08-24,SEGUNDA,1,2022-08-24,,2022-10-17,
6800,15,1,"13",10:15:00,LUANA,2022-08-24,SEGUNDA,1,2022-08-24,,2022-10-17,
6801,16,1,"13",10:30:00,LUANA,2022-08-24,SEGUNDA,1,2022-08-24,,2022-10-17,
6802,17,1,"13",10:45:00,LUANA,2022-08-24,SEGUNDA,1,2022-08-24,,2022-10-17,
6803,18,1,"13",11:00:00,LUANA,2022-08-24,SEGUNDA,1,2022-08-24,,2022-10-17,
6804,19,1,"13",11:15:00,LUANA,2022-08-24,SEGUNDA,1,2022-08-24,,2022-10-17,
6805,20,1,"13",11:30:00,LUANA,2022-08-24,SEGUNDA,1,2022-08-24,,2022-10-17,
6806,21,1,"13",11:45:00,LUANA,2022-08-24,SEGUNDA,1,2022-08-24,,2022-10-17,
6807,6,3,"13",08:00:00,LUANA,2022-08-24,QUARTA,3,2022-08-24,,2022-10-19,
6808,7,3,"13",08:15:00,LUANA,2022-08-24,QUARTA,3,2022-08-24,,2022-10-19,
6809,8,3,"13",08:30:00,LUANA,2022-08-24,QUARTA,3,2022-08-24,,2022-10-19,
6810,9,3,"13",08:45:00,LUANA,2022-08-24,QUARTA,3,2022-08-24,,2022-10-19,
6811,10,3,"13",09:00:00,LUANA,2022-08-24,QUARTA,3,2022-08-24,,2022-10-19,
6812,11,3,"13",09:15:00,LUANA,2022-08-24,QUARTA,3,2022-08-24,,2022-10-19,
6813,12,3,"13",09:30:00,LUANA,2022-08-24,QUARTA,3,2022-08-24,,2022-10-19,
6814,13,3,"13",09:45:00,LUANA,2022-08-24,QUARTA,3,2022-08-24,,2022-10-19,
6815,14,3,"13",10:00:00,LUANA,2022-08-24,QUARTA,3,2022-08-24,,2022-10-19,
6816,15,3,"13",10:15:00,LUANA,2022-08-24,QUARTA,3,2022-08-24,,2022-10-19,
6817,16,3,"13",10:30:00,LUANA,2022-08-24,QUARTA,3,2022-08-24,,2022-10-19,
6818,17,3,"13",10:45:00,LUANA,2022-08-24,QUARTA,3,2022-08-24,,2022-10-19,
6819,18,3,"13",11:00:00,LUANA,2022-08-24,QUARTA,3,2022-08-24,,2022-10-19,
6820,19,3,"13",11:15:00,LUANA,2022-08-24,QUARTA,3,2022-08-24,,2022-10-19,
6821,20,3,"13",11:30:00,LUANA,2022-08-24,QUARTA,3,2022-08-24,,2022-10-19,
6822,21,3,"13",11:45:00,LUANA,2022-08-24,QUARTA,3,2022-08-24,,2022-10-19,
6823,43,5,"19",17:15:00,LUANA,2022-08-24,SEXTA,5,2022-08-24,,2022-08-26,
6824,44,5,"19",17:30:00,LUANA,2022-08-24,SEXTA,5,2022-08-24,,2022-08-26,
6825,42,1,"19",17:00:00,LUANA,2022-08-26,SEGUNDA,1,2022-08-26,2023-01-31,2022-09-26,
6826,43,1,"19",17:15:00,LUANA,2022-08-26,SEGUNDA,1,2022-08-26,2023-01-31,2022-09-26,
6827,18,6,"19",11:00:00,LUANA,2022-08-27,SABADO,6,2022-08-27,,2022-09-03,
6828,41,4,"19",16:45:00,DRA RUBIA,2022-08-30,QUINTA,4,2022-08-30,,2022-09-15,
6829,42,4,"19",17:00:00,DRA RUBIA,2022-08-30,QUINTA,4,2022-08-30,,2022-09-15,
6830,43,4,"19",17:15:00,DRA RUBIA,2022-08-30,QUINTA,4,2022-08-30,,2022-09-15,
6831,44,4,"19",17:30:00,DRA RUBIA,2022-08-30,QUINTA,4,2022-08-30,,2022-09-15,
6832,28,1,"19",13:30:00,DRA RUBIA,2022-08-31,SEGUNDA,1,2022-08-31,,2022-09-26,
6833,40,1,"19",16:30:00,LUANA,2022-09-01,SEGUNDA,1,2022-09-01,,2022-09-19,
6834,41,1,"19",16:45:00,LUANA,2022-09-01,SEGUNDA,1,2022-09-01,,2022-09-19,
6835,42,1,"19",17:00:00,LUANA,2022-09-01,SEGUNDA,1,2022-09-01,2023-01-31,2022-09-19,
6836,43,1,"19",17:15:00,LUANA,2022-09-01,SEGUNDA,1,2022-09-01,2023-01-31,2022-09-19,
6837,5,6,"25",07:45:00,LUANA,2022-09-03,SABADO,6,2022-09-03,,2022-09-03,
6838,28,1,"01",13:30:00,LUANA,2022-09-03,SEGUNDA,1,2022-09-03,,2022-09-05,
6839,29,1,"01",13:45:00,LUANA,2022-09-03,SEGUNDA,1,2022-09-03,,2022-09-05,
6840,30,1,"01",14:00:00,LUANA,2022-09-03,SEGUNDA,1,2022-09-03,,2022-09-05,
6841,31,1,"01",14:15:00,LUANA,2022-09-03,SEGUNDA,1,2022-09-03,,2022-09-05,
6842,32,1,"01",14:30:00,LUANA,2022-09-03,SEGUNDA,1,2022-09-03,,2022-09-05,
6843,33,1,"01",14:45:00,LUANA,2022-09-03,SEGUNDA,1,2022-09-03,,2022-09-05,
6844,34,1,"01",15:00:00,LUANA,2022-09-03,SEGUNDA,1,2022-09-03,,2022-09-05,
6845,35,1,"01",15:15:00,LUANA,2022-09-03,SEGUNDA,1,2022-09-03,,2022-09-05,
6846,36,1,"01",15:30:00,LUANA,2022-09-03,SEGUNDA,1,2022-09-03,,2022-09-05,
6847,37,1,"01",15:45:00,LUANA,2022-09-03,SEGUNDA,1,2022-09-03,,2022-09-05,
6848,38,1,"01",16:00:00,LUANA,2022-09-03,SEGUNDA,1,2022-09-03,,2022-09-05,
6849,39,1,"01",16:15:00,LUANA,2022-09-03,SEGUNDA,1,2022-09-03,,2022-09-05,
6850,40,1,"01",16:30:00,LUANA,2022-09-03,SEGUNDA,1,2022-09-03,,2022-09-05,
6851,41,1,"01",16:45:00,LUANA,2022-09-03,SEGUNDA,1,2022-09-03,,2022-09-05,
6852,42,1,"01",17:00:00,LUANA,2022-09-03,SEGUNDA,1,2022-09-03,,2022-09-05,
6853,5,2,"25",07:45:00,LUANA,2022-09-05,TERCA,2,2022-09-05,2022-12-05,2022-09-06,
6854,39,3,"13",16:15:00,DRA RUBIA,2022-09-06,QUARTA,3,2022-09-06,,2022-09-14,
6855,40,3,"13",16:30:00,DRA RUBIA,2022-09-06,QUARTA,3,2022-09-06,,2022-09-14,
6856,41,3,"13",16:45:00,DRA RUBIA,2022-09-06,QUARTA,3,2022-09-06,,2022-09-14,
6857,42,3,"13",17:00:00,DRA RUBIA,2022-09-06,QUARTA,3,2022-09-06,,2022-09-14,
6858,43,3,"13",17:15:00,DRA RUBIA,2022-09-06,QUARTA,3,2022-09-06,,2022-09-14,
6859,44,3,"13",17:30:00,DRA RUBIA,2022-09-06,QUARTA,3,2022-09-06,,2022-09-14,
6860,34,2,"19",15:00:00,MARIANA,2022-09-08,TERCA,2,2022-09-08,,2022-09-20,
6861,36,2,"19",15:30:00,RENATA,2022-09-09,TERCA,2,2022-09-09,,2022-09-13,
6862,8,6,"19",08:30:00,DRA RUBIA,2022-09-10,SABADO,6,2022-09-10,,2022-10-01,
6863,12,6,"19",09:30:00,DRA RUBIA,2022-09-10,SABADO,6,2022-09-10,,2022-10-01,
6864,13,6,"19",09:45:00,DRA RUBIA,2022-09-10,SABADO,6,2022-09-10,,2022-10-01,
6865,14,6,"19",10:00:00,DRA RUBIA,2022-09-10,SABADO,6,2022-09-10,,2022-10-01,
6866,10,6,"19",09:00:00,DRA RUBIA,2022-09-10,SABADO,6,2022-09-10,,2022-09-17,
6867,11,6,"19",09:15:00,DRA RUBIA,2022-09-10,SABADO,6,2022-09-10,,2022-09-17,
6868,12,6,"19",09:30:00,DRA RUBIA,2022-09-10,SABADO,6,2022-09-10,,2022-09-17,
6869,15,6,"19",10:15:00,RENATA,2022-09-10,SABADO,6,2022-09-10,,2022-10-01,
6870,18,6,"19",11:00:00,DRA RUBIA,2022-09-10,SABADO,6,2022-09-10,,2022-10-01,
6871,19,6,"19",11:15:00,DRA RUBIA,2022-09-10,SABADO,6,2022-09-10,,2022-10-01,
6872,6,2,"19",08:00:00,LUANA,2022-09-12,TERCA,2,2022-09-12,,2022-09-20,
6873,7,2,"19",08:15:00,LUANA,2022-09-12,TERCA,2,2022-09-12,,2022-09-20,
6874,19,1,"13",11:15:00,LUANA,2022-09-12,SEGUNDA,1,2022-09-12,,2022-09-12,
6875,40,1,"19",16:30:00,DRA RUBIA,2022-09-12,SEGUNDA,1,2022-09-12,,2022-10-03,
6876,41,1,"19",16:45:00,DRA RUBIA,2022-09-12,SEGUNDA,1,2022-09-12,,2022-10-03,
6877,42,2,"19",17:00:00,LUANA,2022-09-12,TERCA,2,2022-09-12,,2022-10-04,
6878,43,2,"19",17:15:00,LUANA,2022-09-12,TERCA,2,2022-09-12,,2022-10-04,
6879,8,1,"19",08:30:00,DRA RUBIA,2022-09-13,SEGUNDA,1,2022-09-13,,2022-10-03,
6880,9,1,"19",08:45:00,DRA RUBIA,2022-09-13,SEGUNDA,1,2022-09-13,,2022-10-03,
6881,10,1,"19",09:00:00,DRA RUBIA,2022-09-13,SEGUNDA,1,2022-09-13,,2022-10-03,
6882,11,1,"19",09:15:00,DRA RUBIA,2022-09-13,SEGUNDA,1,2022-09-13,,2022-10-03,
6883,12,1,"19",09:30:00,DRA RUBIA,2022-09-13,SEGUNDA,1,2022-09-13,,2022-10-03,
6884,13,1,"19",09:45:00,DRA RUBIA,2022-09-13,SEGUNDA,1,2022-09-13,,2022-10-03,
6885,14,1,"19",10:00:00,DRA RUBIA,2022-09-13,SEGUNDA,1,2022-09-13,,2022-10-03,
6886,15,1,"19",10:15:00,DRA RUBIA,2022-09-13,SEGUNDA,1,2022-09-13,,2022-10-03,
6887,16,1,"19",10:30:00,DRA RUBIA,2022-09-13,SEGUNDA,1,2022-09-13,,2022-10-03,
6888,17,1,"19",10:45:00,DRA RUBIA,2022-09-13,SEGUNDA,1,2022-09-13,,2022-10-03,
6889,18,1,"19",11:00:00,DRA RUBIA,2022-09-13,SEGUNDA,1,2022-09-13,,2022-10-03,
6890,19,1,"19",11:15:00,DRA RUBIA,2022-09-13,SEGUNDA,1,2022-09-13,,2022-10-03,
6891,20,1,"19",11:30:00,DRA RUBIA,2022-09-13,SEGUNDA,1,2022-09-13,,2022-10-03,
6892,21,1,"19",11:45:00,DRA RUBIA,2022-09-13,SEGUNDA,1,2022-09-13,,2022-10-03,
6893,6,4,"19",08:00:00,DRA RUBIA,2022-09-13,QUINTA,4,2022-09-13,,2022-10-06,
6894,7,4,"19",08:15:00,DRA RUBIA,2022-09-13,QUINTA,4,2022-09-13,,2022-10-06,
6895,8,4,"19",08:30:00,DRA RUBIA,2022-09-13,QUINTA,4,2022-09-13,,2022-10-06,
6896,9,4,"19",08:45:00,DRA RUBIA,2022-09-13,QUINTA,4,2022-09-13,,2022-10-06,
6897,10,4,"19",09:00:00,DRA RUBIA,2022-09-13,QUINTA,4,2022-09-13,,2022-10-06,
6898,11,4,"19",09:15:00,DRA RUBIA,2022-09-13,QUINTA,4,2022-09-13,,2022-10-06,
6899,12,4,"19",09:30:00,DRA RUBIA,2022-09-13,QUINTA,4,2022-09-13,,2022-10-06,
6900,13,4,"19",09:45:00,DRA RUBIA,2022-09-13,QUINTA,4,2022-09-13,,2022-10-06,
6901,14,4,"19",10:00:00,DRA RUBIA,2022-09-13,QUINTA,4,2022-09-13,,2022-10-06,
6902,15,4,"19",10:15:00,DRA RUBIA,2022-09-13,QUINTA,4,2022-09-13,,2022-10-06,
6903,16,4,"19",10:30:00,DRA RUBIA,2022-09-13,QUINTA,4,2022-09-13,,2022-10-06,
6904,17,4,"19",10:45:00,DRA RUBIA,2022-09-13,QUINTA,4,2022-09-13,,2022-10-06,
6905,18,4,"19",11:00:00,DRA RUBIA,2022-09-13,QUINTA,4,2022-09-13,,2022-10-06,
6906,19,4,"19",11:15:00,DRA RUBIA,2022-09-13,QUINTA,4,2022-09-13,,2022-10-06,
6907,20,4,"19",11:30:00,DRA RUBIA,2022-09-13,QUINTA,4,2022-09-13,,2022-10-06,
6908,21,4,"19",11:45:00,DRA RUBIA,2022-09-13,QUINTA,4,2022-09-13,,2022-10-06,
6909,6,4,"19",08:00:00,DRA RUBIA,2022-09-13,QUINTA,4,2022-09-13,,2022-09-22,
6910,7,4,"19",08:15:00,DRA RUBIA,2022-09-13,QUINTA,4,2022-09-13,,2022-09-22,
6911,8,4,"19",08:30:00,DRA RUBIA,2022-09-13,QUINTA,4,2022-09-13,,2022-09-22,
6912,9,4,"19",08:45:00,DRA RUBIA,2022-09-13,QUINTA,4,2022-09-13,,2022-09-22,
6913,10,4,"19",09:00:00,DRA RUBIA,2022-09-13,QUINTA,4,2022-09-13,,2022-09-22,
6914,11,4,"19",09:15:00,DRA RUBIA,2022-09-13,QUINTA,4,2022-09-13,,2022-09-22,
6915,12,4,"19",09:30:00,DRA RUBIA,2022-09-13,QUINTA,4,2022-09-13,,2022-09-22,
6916,13,4,"19",09:45:00,DRA RUBIA,2022-09-13,QUINTA,4,2022-09-13,,2022-09-22,
6917,14,4,"19",10:00:00,DRA RUBIA,2022-09-13,QUINTA,4,2022-09-13,,2022-09-22,
6918,15,4,"19",10:15:00,DRA RUBIA,2022-09-13,QUINTA,4,2022-09-13,,2022-09-22,
6919,16,4,"19",10:30:00,DRA RUBIA,2022-09-13,QUINTA,4,2022-09-13,,2022-09-22,
6920,17,4,"19",10:45:00,DRA RUBIA,2022-09-13,QUINTA,4,2022-09-13,,2022-09-22,
6921,18,4,"19",11:00:00,DRA RUBIA,2022-09-13,QUINTA,4,2022-09-13,,2022-09-22,
6922,19,4,"19",11:15:00,DRA RUBIA,2022-09-13,QUINTA,4,2022-09-13,,2022-09-22,
6923,20,4,"19",11:30:00,DRA RUBIA,2022-09-13,QUINTA,4,2022-09-13,,2022-09-22,
6924,21,4,"19",11:45:00,DRA RUBIA,2022-09-13,QUINTA,4,2022-09-13,,2022-09-22,
6925,32,4,"19",14:30:00,LUANA,2022-09-13,QUINTA,4,2022-09-13,,2022-09-15,
6926,33,4,"19",14:45:00,LUANA,2022-09-13,QUINTA,4,2022-09-13,,2022-09-15,
6927,40,2,"19",16:30:00,LUANA,2022-09-13,TERCA,2,2022-09-13,,2022-09-13,
6928,28,4,"19",13:30:00,DRA RUBIA,2022-09-13,QUINTA,4,2022-09-13,,2022-10-06,
6929,29,4,"19",13:45:00,DRA RUBIA,2022-09-13,QUINTA,4,2022-09-13,,2022-10-06,
6930,30,4,"19",14:00:00,DRA RUBIA,2022-09-13,QUINTA,4,2022-09-13,,2022-10-06,
6931,31,4,"19",14:15:00,DRA RUBIA,2022-09-13,QUINTA,4,2022-09-13,,2022-10-06,
6932,32,4,"19",14:30:00,DRA RUBIA,2022-09-13,QUINTA,4,2022-09-13,,2022-10-06,
6933,33,4,"19",14:45:00,DRA RUBIA,2022-09-13,QUINTA,4,2022-09-13,,2022-10-06,
6934,34,4,"19",15:00:00,DRA RUBIA,2022-09-13,QUINTA,4,2022-09-13,,2022-10-06,
6935,35,4,"19",15:15:00,DRA RUBIA,2022-09-13,QUINTA,4,2022-09-13,,2022-10-06,
6936,36,4,"19",15:30:00,DRA RUBIA,2022-09-13,QUINTA,4,2022-09-13,,2022-10-06,
6937,37,4,"19",15:45:00,DRA RUBIA,2022-09-13,QUINTA,4,2022-09-13,,2022-10-06,
6938,38,4,"19",16:00:00,DRA RUBIA,2022-09-13,QUINTA,4,2022-09-13,,2022-10-06,
6939,39,4,"19",16:15:00,DRA RUBIA,2022-09-13,QUINTA,4,2022-09-13,,2022-10-06,
6940,40,4,"19",16:30:00,DRA RUBIA,2022-09-13,QUINTA,4,2022-09-13,,2022-10-06,
6941,41,4,"19",16:45:00,DRA RUBIA,2022-09-13,QUINTA,4,2022-09-13,,2022-10-06,
6942,42,4,"19",17:00:00,DRA RUBIA,2022-09-13,QUINTA,4,2022-09-13,,2022-10-06,
6943,43,4,"19",17:15:00,DRA RUBIA,2022-09-13,QUINTA,4,2022-09-13,,2022-10-06,
6944,44,4,"19",17:30:00,DRA RUBIA,2022-09-13,QUINTA,4,2022-09-13,,2022-10-06,
6945,28,1,"19",13:30:00,DRA RUBIA,2022-09-13,SEGUNDA,1,2022-09-13,,2022-10-10,
6946,29,1,"19",13:45:00,DRA RUBIA,2022-09-13,SEGUNDA,1,2022-09-13,,2022-10-10,
6947,30,1,"19",14:00:00,DRA RUBIA,2022-09-13,SEGUNDA,1,2022-09-13,,2022-10-10,
6948,31,1,"19",14:15:00,DRA RUBIA,2022-09-13,SEGUNDA,1,2022-09-13,,2022-10-10,
6949,32,1,"19",14:30:00,DRA RUBIA,2022-09-13,SEGUNDA,1,2022-09-13,,2022-10-10,
6950,33,1,"19",14:45:00,DRA RUBIA,2022-09-13,SEGUNDA,1,2022-09-13,,2022-10-10,
6951,34,1,"19",15:00:00,DRA RUBIA,2022-09-13,SEGUNDA,1,2022-09-13,,2022-10-10,
6952,35,1,"19",15:15:00,DRA RUBIA,2022-09-13,SEGUNDA,1,2022-09-13,,2022-10-10,
6953,36,1,"19",15:30:00,DRA RUBIA,2022-09-13,SEGUNDA,1,2022-09-13,,2022-10-10,
6954,37,1,"19",15:45:00,DRA RUBIA,2022-09-13,SEGUNDA,1,2022-09-13,,2022-10-10,
6955,38,1,"19",16:00:00,DRA RUBIA,2022-09-13,SEGUNDA,1,2022-09-13,,2022-10-10,
6956,39,1,"19",16:15:00,DRA RUBIA,2022-09-13,SEGUNDA,1,2022-09-13,,2022-10-10,
6957,40,1,"19",16:30:00,DRA RUBIA,2022-09-13,SEGUNDA,1,2022-09-13,,2022-10-10,
6958,41,1,"19",16:45:00,DRA RUBIA,2022-09-13,SEGUNDA,1,2022-09-13,,2022-10-10,
6959,42,1,"19",17:00:00,DRA RUBIA,2022-09-13,SEGUNDA,1,2022-09-13,2023-01-31,2022-10-10,
6960,43,1,"19",17:15:00,DRA RUBIA,2022-09-13,SEGUNDA,1,2022-09-13,2023-01-31,2022-10-10,
6961,44,1,"19",17:30:00,DRA RUBIA,2022-09-13,SEGUNDA,1,2022-09-13,2023-01-31,2022-10-10,
6962,36,1,"19",15:30:00,LUANA,2022-09-14,SEGUNDA,1,2022-09-14,,2022-09-19,
6963,37,1,"19",15:45:00,LUANA,2022-09-14,SEGUNDA,1,2022-09-14,,2022-09-19,
6964,38,1,"19",16:00:00,LUANA,2022-09-14,SEGUNDA,1,2022-09-14,,2022-09-19,
6965,30,1,"19",14:00:00,LUANA,2022-09-14,SEGUNDA,1,2022-09-14,,2022-09-19,
6966,31,1,"19",14:15:00,LUANA,2022-09-14,SEGUNDA,1,2022-09-14,,2022-09-19,
6967,32,1,"19",14:30:00,LUANA,2022-09-14,SEGUNDA,1,2022-09-14,,2022-09-19,
6968,10,2,"19",09:00:00,LUANA,2022-09-14,TERCA,2,2022-09-14,,2022-09-20,
6969,11,2,"19",09:15:00,LUANA,2022-09-14,TERCA,2,2022-09-14,,2022-09-20,
6970,12,2,"19",09:30:00,LUANA,2022-09-14,TERCA,2,2022-09-14,,2022-09-20,
6971,14,2,"19",10:00:00,LUANA,2022-09-14,TERCA,2,2022-09-14,,2022-09-20,
6972,30,2,"19",14:00:00,LUANA,2022-09-14,TERCA,2,2022-09-14,,2022-09-20,
6973,31,2,"19",14:15:00,LUANA,2022-09-14,TERCA,2,2022-09-14,,2022-09-20,
6974,32,2,"19",14:30:00,LUANA,2022-09-14,TERCA,2,2022-09-14,,2022-09-20,
6975,40,2,"19",16:30:00,LUANA,2022-09-14,TERCA,2,2022-09-14,,2022-09-20,
6976,30,3,"19",14:00:00,LUANA,2022-09-14,QUARTA,3,2022-09-14,,2022-09-21,
6977,31,3,"19",14:15:00,LUANA,2022-09-14,QUARTA,3,2022-09-14,,2022-09-21,
6978,32,3,"19",14:30:00,LUANA,2022-09-14,QUARTA,3,2022-09-14,,2022-09-21,
6979,34,3,"19",15:00:00,LUANA,2022-09-14,QUARTA,3,2022-09-14,,2022-09-21,
6980,30,4,"19",14:00:00,LUANA,2022-09-14,QUINTA,4,2022-09-14,,2022-09-22,
6981,31,4,"19",14:15:00,LUANA,2022-09-14,QUINTA,4,2022-09-14,,2022-09-22,
6982,32,4,"19",14:30:00,LUANA,2022-09-14,QUINTA,4,2022-09-14,,2022-09-22,
6983,34,4,"19",15:00:00,LUANA,2022-09-14,QUINTA,4,2022-09-14,,2022-09-22,
6984,36,4,"19",15:30:00,LUANA,2022-09-14,QUINTA,4,2022-09-14,,2022-09-22,
6985,38,4,"19",16:00:00,LUANA,2022-09-14,QUINTA,4,2022-09-14,,2022-09-22,
6986,12,3,"19",09:30:00,LUANA,2022-09-15,QUARTA,3,2022-09-15,,2022-10-05,
6987,13,3,"19",09:45:00,LUANA,2022-09-15,QUARTA,3,2022-09-15,,2022-10-05,
6988,34,4,"19",15:00:00,LUANA,2022-09-15,QUINTA,4,2022-09-15,,2022-09-15,
6989,9,6,"19",08:45:00,DRA RUBIA,2022-09-15,SABADO,6,2022-09-15,,2022-10-01,
6990,10,6,"19",09:00:00,DRA RUBIA,2022-09-15,SABADO,6,2022-09-15,,2022-10-01,
6991,20,6,"19",11:30:00,DRA RUBIA,2022-09-15,SABADO,6,2022-09-15,,2022-10-01,
6992,21,6,"19",11:45:00,DRA RUBIA,2022-09-15,SABADO,6,2022-09-15,,2022-10-01,
6993,16,6,"19",10:30:00,DRA RUBIA,2022-09-15,SABADO,6,2022-09-15,,2022-10-01,
6994,17,6,"19",10:45:00,DRA RUBIA,2022-09-15,SABADO,6,2022-09-15,,2022-10-01,
6995,42,1,"19",17:00:00,DRA RUBIA,2022-09-15,SEGUNDA,1,2022-09-15,2023-01-31,2022-10-03,
6996,43,1,"19",17:15:00,DRA RUBIA,2022-09-15,SEGUNDA,1,2022-09-15,2023-01-31,2022-10-03,
6997,44,1,"19",17:30:00,DRA RUBIA,2022-09-15,SEGUNDA,1,2022-09-15,2023-01-31,2022-10-03,
6998,32,5,"19",14:30:00,LUANA,2022-09-16,SEXTA,5,2022-09-16,,2022-09-16,
6999,33,5,"19",14:45:00,LUANA,2022-09-16,SEXTA,5,2022-09-16,,2022-09-16,
7000,34,5,"19",15:00:00,LUANA,2022-09-16,SEXTA,5,2022-09-16,,2022-09-16,
7001,36,5,"19",15:30:00,LUANA,2022-09-16,SEXTA,5,2022-09-16,,2022-09-16,
7002,37,5,"19",15:45:00,LUANA,2022-09-16,SEXTA,5,2022-09-16,,2022-09-16,
7003,38,5,"19",16:00:00,LUANA,2022-09-16,SEXTA,5,2022-09-16,,2022-09-16,
7004,30,1,"19",14:00:00,DRA RUBIA,2022-09-16,SEGUNDA,1,2022-09-16,,2022-10-03,
7005,31,1,"19",14:15:00,DRA RUBIA,2022-09-16,SEGUNDA,1,2022-09-16,,2022-10-03,
7006,32,1,"19",14:30:00,DRA RUBIA,2022-09-16,SEGUNDA,1,2022-09-16,,2022-10-03,
7007,33,1,"19",14:45:00,DRA RUBIA,2022-09-16,SEGUNDA,1,2022-09-16,,2022-10-03,
7008,34,1,"19",15:00:00,DRA RUBIA,2022-09-16,SEGUNDA,1,2022-09-16,,2022-10-03,
7009,32,5,"19",14:30:00,LUANA,2022-09-16,SEXTA,5,2022-09-16,,2022-10-07,
7010,33,5,"19",14:45:00,LUANA,2022-09-16,SEXTA,5,2022-09-16,,2022-10-07,
7011,34,5,"19",15:00:00,LUANA,2022-09-16,SEXTA,5,2022-09-16,,2022-10-07,
7012,32,2,"19",14:30:00,DRA RUBIA,2022-09-16,TERCA,2,2022-09-16,,2022-10-04,
7013,33,2,"19",14:45:00,DRA RUBIA,2022-09-16,TERCA,2,2022-09-16,,2022-10-04,
7014,34,2,"19",15:00:00,DRA RUBIA,2022-09-16,TERCA,2,2022-09-16,,2022-10-04,
7015,35,1,"19",15:15:00,DRA RUBIA,2022-09-16,SEGUNDA,1,2022-09-16,,2022-10-03,
7016,36,1,"19",15:30:00,DRA RUBIA,2022-09-16,SEGUNDA,1,2022-09-16,,2022-10-03,
7017,37,1,"19",15:45:00,DRA RUBIA,2022-09-16,SEGUNDA,1,2022-09-16,,2022-10-03,
7018,35,2,"19",15:15:00,DRA RUBIA,2022-09-16,TERCA,2,2022-09-16,,2022-10-04,
7019,36,2,"19",15:30:00,DRA RUBIA,2022-09-16,TERCA,2,2022-09-16,,2022-10-04,
7020,37,2,"19",15:45:00,DRA RUBIA,2022-09-16,TERCA,2,2022-09-16,,2022-10-04,
